Cuisine,Item Number,Food Item,Food Type
Chinese,87,Tofu Pudding,Dessert
Chinese,88,Soy Milk,Beverage
Chinese,89,Grass Jelly,Dessert
Chinese,90,Bubble Tea,Beverage
Chinese,91,Chrysanthemum Tea,Beverage
Chinese,92,Pu-erh Tea,Beverage
Chinese,93,Oolong Tea,Beverage
Chinese,94,Jasmine Tea,Beverage
Chinese,95,Longjing Tea,Beverage
Chinese,96,Baijiu,Beverage
Chinese,97,Huangjiu,Beverage
Chinese,98,Tsingtao Beer,Beverage
Chinese,99,Sour Plum Drink,Beverage
Chinese,100,Herbal Tea,Beverage
Ethiopian,1,Injera,Bread
Ethiopian,2,Doro Wat,Stew
Ethiopian,3,Kitfo,Main Dish
Ethiopian,4,Tibs,Stir-Fry
Ethiopian,5,Shiro,Stew
Ethiopian,6,Gomen,Side Dish
Ethiopian,7,Misir Wat,Stew
Ethiopian,8,Alicha,Stew
Ethiopian,9,Fitfit,Main Dish
Ethiopian,10,Firfir,Breakfast Dish
Ethiopian,11,Dulet,Main Dish
Ethiopian,12,Beyaynetu,Mixed Platter
Ethiopian,13,Azifa,Salad
Ethiopian,14,Kik Alicha,Stew
Ethiopian,15,Yetsom Beyaynetu,Vegetarian Platter
Ethiopian,16,Fasolia,Stew
Ethiopian,17,Atkilt Wat,Vegetable Stew
Ethiopian,18,Yemisir Kik,Stew
Ethiopian,19,Kategna,Bread
Ethiopian,20,Chechebsa,Breakfast Dish
Ethiopian,21,Kinche,Porridge
Ethiopian,22,Genfo,Porridge
Ethiopian,23,Foul,Stew
Ethiopian,24,Sambusa,Appetizer
Ethiopian,25,Enkulal Firfir,Egg Dish
Ethiopian,26,Chuko,Sauce
Ethiopian,27,Awaze,Sauce
Ethiopian,28,Mitmita,Spice Mix
Ethiopian,29,Berbere,Spice Mix
Ethiopian,30,Siga Wat,Stew
Ethiopian,31,Bozena Shiro,Stew
Ethiopian,32,Yebeg Alicha,Stew
Ethiopian,33,Yebeg Tibs,Stir-Fry
Ethiopian,34,Zilzil Tibs,Stir-Fry
Ethiopian,35,Derek Tibs,Stir-Fry
Ethiopian,36,Quanta Firfir,Main Dish
Ethiopian,37,Gored Gored,Main Dish
Ethiopian,38,Tire Siga,Main Dish
Ethiopian,39,Kurt,Main Dish
Ethiopian,40,Ayibe,Cheese
Ethiopian,41,Fosese,Appetizer
Ethiopian,42,Kocho,Side Dish
Ethiopian,43,Dabo Kolo,Snack
Ethiopian,44,Himbasha,Bread
Ethiopian,45,Ambasha,Bread
Ethiopian,46,Dabo,Bread
Ethiopian,47,Dabbo Firfir,Breakfast Dish
Ethiopian,48,Timatim Salata,Salad
Ethiopian,49,Sils,Salad
Ethiopian,50,Dinich,Side Dish
Ethiopian,51,Key Sega,Stew
Ethiopian,52,Tere Sega,Main Dish
Ethiopian,53,Yeshimbra Asa,Stew
Ethiopian,54,Buticha,Side Dish
Ethiopian,55,Gomen Kitfo,Main Dish
Ethiopian,56,Tekil Gomen,Side Dish
Ethiopian,57,Yetakelt Wat,Stew
Ethiopian,58,Inguday Tibs,Stir-Fry
Ethiopian,59,Fosolia,Stew
Ethiopian,60,Telba Fitfit,Appetizer
Ethiopian,61,Cheka,Stew
Ethiopian,62,Tibs Wat,Stew
Ethiopian,63,Yedoro Tibs,Stir-Fry
Ethiopian,64,Asa Tibs,Stir-Fry
Ethiopian,65,Siga Tibs,Stir-Fry
Ethiopian,66,Quanta Wat,Stew
Ethiopian,67,Yedoro Wot,Stew
Ethiopian,68,Doro Alicha,Stew
Ethiopian,69,Key Wot,Stew
Ethiopian,70,Siga Wot,Stew
Ethiopian,71,Asa Wot,Stew
Ethiopian,72,Yasa Wot,Stew
Ethiopian,73,Birkuta,Side Dish
Ethiopian,74,Kita,Bread
Ethiopian,75,Firfir Dabo,Bread Dish
Ethiopian,76,Kollo,Snack
Ethiopian,77,Niter Kibbeh,Butter
Ethiopian,78,Tej,Beverage
Ethiopian,79,Tella,Beverage
Ethiopian,80,Buna,Beverage
Ethiopian,81,Atmet,Beverage
Ethiopian,82,Keribo,Beverage
Ethiopian,83,Fanta (Ethiopian),Beverage
Ethiopian,84,Ambo,Beverage
Ethiopian,85,Spris,Beverage
Ethiopian,86,Beso,Beverage
Ethiopian,87,Siljo,Beverage
Ethiopian,88,Katikala,Side Dish
Ethiopian,89,Fosolia with Rice,Main Dish
Ethiopian,90,Shahan Ful,Stew
Ethiopian,91,Ful Medames,Stew
Ethiopian,92,Asa Goulash,Stew
Ethiopian,93,Tihlo,Dumpling
Ethiopian,94,Enjera Firfir,Breakfast Dish
Ethiopian,95,Telba,Side Dish
Ethiopian,96,Fafan,Porridge
Ethiopian,97,Pasta Bolognese Ethiopian,Main Dish
Ethiopian,98,Maraq,Soup
Ethiopian,99,Shorba,Soup
Ethiopian,100,Suqaar,Stir-Fry
French,1,Croissant,Bread/Pastry
French,2,Baguette,Bread
French,3,Coq au Vin,Main Dish
French,4,Beef Bourguignon,Stew
French,5,Bouillabaisse,Soup/Stew
French,6,Ratatouille,Vegetable Dish
French,7,Quiche Lorraine,Savory Tart
French,8,Crêpes,Pancake/Dessert
French,9,Soufflé,Dessert/Side
French,10,French Onion Soup,Soup
French,11,Foie Gras,Appetizer
French,12,Escargots,Appetizer
French,13,Cassoulet,Stew
French,14,Confit de Canard,Main Dish
French,15,Magret de Canard,Main Dish
French,16,Steak Frites,Main Dish
French,17,Steak Tartare,Main Dish
French,18,Pot-au-Feu,Stew
French,19,Blanquette de Veau,Stew
French,20,Navarin d'Agneau,Stew
French,21,Gigot d'Agneau,Main Dish
French,22,Choucroute Garnie,Main Dish
French,23,Raclette,Main Dish
French,24,Fondue Savoyarde,Main Dish
French,25,Tartiflette,Main Dish
French,26,Gratin Dauphinois,Side Dish
French,27,Aligot,Side Dish
French,28,Potée,Stew
French,29,Hachis Parmentier,Main Dish
French,30,Brandade de Morue,Main Dish
French,31,Moules Marinières,Main Dish
French,32,Moules Frites,Main Dish
French,33,Coquilles Saint-Jacques,Main Dish
French,34,Sole Meunière,Main Dish
French,35,Truite aux Amandes,Main Dish
French,36,Saumon à l'Oseille,Main Dish
French,37,Terrine de Campagne,Appetizer
French,38,Pâté en Croûte,Appetizer
French,39,Rillettes,Appetizer
French,40,Tapenade,Spread/Dip
French,41,Anchoïade,Spread/Dip
French,42,Pistou,Sauce
French,43,Bouillabaisse,Soup/Stew
French,44,Soupe de Poisson,Soup
French,45,Vichyssoise,Soup
French,46,Potage Saint-Germain,Soup
French,47,Velouté,Soup
French,48,Consommé,Soup
French,49,Bisque de Homard,Soup
French,50,Salade Niçoise,Salad
French,51,Salade Lyonnaise,Salad
French,52,Salade Landaise,Salad
French,53,Crudités,Appetizer
French,54,Gougères,Appetizer
French,55,Vol-au-Vent,Appetizer
French,56,Bouchée à la Reine,Appetizer
French,57,Croque Monsieur,Sandwich
French,58,Croque Madame,Sandwich
French,59,Jambon-Beurre,Sandwich
French,60,Pain au Chocolat,Bread/Pastry
French,61,Brioche,Bread
French,62,Pain Perdu,Dessert
French,63,Madeleines,Dessert
French,64,Financiers,Dessert
French,65,Canelé,Dessert
French,66,Profiteroles,Dessert
French,67,Éclair,Dessert
French,68,Religieuse,Dessert
French,69,Paris-Brest,Dessert
French,70,Saint-Honoré,Dessert
French,71,Mille-Feuille,Dessert
French,72,Opéra Cake,Dessert
French,73,Tarte Tatin,Dessert
French,74,Tarte aux Pommes,Dessert
French,75,Tarte au Citron,Dessert
French,76,Clafoutis,Dessert
French,77,Far Breton,Dessert
French,78,Kouign-Amann,Dessert
French,79,Galette des Rois,Dessert
French,80,Bûche de Noël,Dessert
French,81,Crème Brûlée,Dessert
French,82,Crème Caramel,Dessert
French,83,Île Flottante,Dessert
French,84,Mousse au Chocolat,Dessert
French,85,Charlotte,Dessert
French,86,Bavarois,Dessert
French,87,Macarons,Dessert
French,88,Calissons,Candy
French,89,Nougat,Candy
French,90,Pralines,Candy
French,91,Dragées,Candy
French,92,Pâte de Fruits,Candy
French,93,Confiture,Jam/Preserve
French,94,Chèvre,Cheese
French,95,Camembert,Cheese
French,96,Roquefort,Cheese
French,97,Comté,Cheese
French,98,Brie,Cheese
French,99,Burgundy Wine,Beverage
French,100,Champagne,Beverage
Georgian,1,Khachapuri,Bread
Georgian,2,Khinkali,Dumpling
Georgian,3,Lobio,Stew
Georgian,4,Badrijani,Appetizer
Georgian,5,Pkhali,Appetizer
Georgian,6,Chakapuli,Stew
Georgian,7,Chakhokhbili,Stew
Georgian,8,Kharcho,Soup
Georgian,9,Chikhirtma,Soup
Georgian,10,Satsivi,Sauce/Main
Georgian,11,Chashushuli,Stew
Georgian,12,Mtsvadi,Grilled Meat
Georgian,13,Kupati,Sausage
Georgian,14,Churchkhela,Candy
Georgian,15,Elarji,Porridge
Georgian,16,Sulguni,Cheese
Georgian,17,Imeruli Khachapuri,Bread
Georgian,18,Ajaruli Khachapuri,Bread
Georgian,19,Megruli Khachapuri,Bread
Georgian,20,Achma,Savory Pie
Georgian,21,Gebzhalia,Cheese Dish
Georgian,22,Nadughi,Cheese Spread
Georgian,23,Kuchmachi,Appetizer
Georgian,24,Shkmeruli,Main Dish
Georgian,25,Ojakhuri,Stir-Fry
Georgian,26,Khashi,Soup
Georgian,27,Borano,Main Dish
Georgian,28,Chirbuli,Egg Dish
Georgian,29,Ajapsandali,Vegetable Stew
Georgian,30,Jonjoli,Pickle
Georgian,31,Tkemali,Sauce
Georgian,32,Ajika,Sauce
Georgian,33,Satsebeli,Sauce
Georgian,34,Bazhe,Sauce
Georgian,35,Khmeli Suneli,Spice Mix
Georgian,36,Mchadi,Cornbread
Georgian,37,Shotis Puri,Bread
Georgian,38,Tonis Puri,Bread
Georgian,39,Lavashi,Bread
Georgian,40,Nazuki,Sweet Bread
Georgian,41,Kada,Sweet Bread
Georgian,42,Gozinaki,Dessert
Georgian,43,Pelamushi,Dessert
Georgian,44,Tklapi,Fruit Leather
Georgian,45,Murabba,Preserve
Georgian,46,Matsoni,Yogurt
Georgian,47,Borjomi,Beverage
Georgian,48,Tarragon Soda,Beverage
Georgian,49,Lagidze,Beverage
Georgian,50,Georgian Wine,Beverage
Georgian,51,Saperavi Wine,Beverage
Georgian,52,Rkatsiteli Wine,Beverage
Georgian,53,Qvevri Wine,Beverage
Georgian,54,Chacha,Beverage
Georgian,55,Kindzmarauli,Beverage
Georgian,56,Khvanchkara,Beverage
Georgian,57,Chiri,Dried Fruit
Georgian,58,Tapa,Dried Beef
Georgian,59,Bastourma,Cured Meat
Georgian,60,Sudjuk,Sausage
Georgian,61,Kababi,Grilled Meat
Georgian,62,Lori,Cheese
Georgian,63,Dambal-Khacho,Cheese
Georgian,64,Tenili,Cheese
Georgian,65,Kalti,Cheese
Georgian,66,Guda,Cheese
Georgian,67,Meskhuri Guda,Cheese
Georgian,68,Tushuri Guda,Cheese
Georgian,69,Kartuli Guda,Cheese
Georgian,70,Imeruli,Cheese
Georgian,71,Kobi,Cabbage Dish
Georgian,72,Nigvziani Badrijani,Appetizer
Georgian,73,Lobiani,Bread
Georgian,74,Kubdari,Bread
Georgian,75,Mkhlovani,Bread
Georgian,76,Chvishtari,Cornbread
Georgian,77,Karalashvili,Bread
Georgian,78,Shishbarak,Dumpling
Georgian,79,Tolma,Stuffed Vegetable
Georgian,80,Kartvlebi,Dish
Georgian,81,Kupati Sadzlari,Sausage
Georgian,82,Qababi,Grilled Meat
Georgian,83,Abkhazura,Stew
Georgian,84,Khorkhali,Stew
Georgian,85,Elarji with Sulguni,Main Dish
Georgian,86,Mujuji,Dish
Georgian,87,Soko Ketsze,Appetizer
Georgian,88,Lobio Nigvzit,Stew
Georgian,89,Spinach Pkhali,Appetizer
Georgian,90,Beet Pkhali,Appetizer
Georgian,91,Eggplant with Walnuts,Appetizer
Georgian,92,Khachapuri with Egg,Bread
Georgian,93,Adjaruli with Butter,Bread
Georgian,94,Penovani Khachapuri,Bread
Georgian,95,Megruli with Double Cheese,Bread
Georgian,96,Kveri Bread,Bread
Georgian,97,Acharuli Khachapuri,Bread
Georgian,98,Imeretian Khachapuri,Bread
Georgian,99,Tklapi Fruit Roll,Snack
Georgian,100,Churchkhela Walnut,Candy
German,1,Bratwurst,Sausage
German,2,Schnitzel,Main Dish
German,3,Sauerkraut,Side Dish
German,4,Pretzels (Brezeln),Bread
German,5,Currywurst,Street Food
German,6,Spätzle,Side Dish
German,7,Sauerbraten,Main Dish
German,8,Rouladen,Main Dish
German,9,Kartoffelpuffer,Side Dish
German,10,Schweinshaxe,Main Dish
German,11,Weisswurst,Sausage
German,12,Leberkäse,Meat Loaf
German,13,Kassler,Main Dish
German,14,Eisbein,Main Dish
German,15,Maultaschen,Dumpling
German,16,Königsberger Klopse,Main Dish
German,17,Schwarzwälder Kirschtorte,Dessert
German,18,Stollen,Dessert
German,19,Apple Strudel,Dessert
German,20,Dampfnudel,Dessert
German,21,Knödel,Side Dish
German,22,Semmelknödel,Side Dish
German,23,Kartoffelknödel,Side Dish
German,24,Rotkohl,Side Dish
German,25,Gulasch,Stew
German,26,Goulash Soup,Soup
German,27,Kartoffelsuppe,Soup
German,28,Erbsensuppe,Soup
German,29,Linsensuppe,Soup
German,30,Flammkuchen,Flatbread
German,31,Zwiebelkuchen,Savory Pie
German,32,Käsespätzle,Main Dish
German,33,Labskaus,Main Dish
German,34,Rollmops,Appetizer
German,35,Matjes,Appetizer
German,36,Bismarckhering,Appetizer
German,37,Brathering,Appetizer
German,38,Forelle Müllerin,Main Dish
German,39,Aal,Main Dish
German,40,Karpfen,Main Dish
German,41,Grünkohl mit Pinkel,Main Dish
German,42,Himmel und Erde,Main Dish
German,43,Hoppel Poppel,Main Dish
German,44,Bauernfrühstück,Breakfast Dish
German,45,Strammer Max,Breakfast Dish
German,46,Käsebrot,Sandwich
German,47,Butterbrot,Sandwich
German,48,Abendbrot,Meal/Snack
German,49,Belegte Brötchen,Sandwich
German,50,Frikadellen,Main Dish
German,51,Hackbraten,Main Dish
German,52,Falscher Hase,Main Dish
German,53,Jägerschnitzel,Main Dish
German,54,Zigeunerschnitzel,Main Dish
German,55,Rahmschnitzel,Main Dish
German,56,Cordon Bleu,Main Dish
German,57,Saumagen,Main Dish
German,58,Blutwurst,Sausage
German,59,Leberwurst,Sausage
German,60,Mettwurst,Sausage
German,61,Teewurst,Sausage
German,62,Bockwurst,Sausage
German,63,Frankfurter,Sausage
German,64,Knackwurst,Sausage
German,65,Debreziner,Sausage
German,66,Nürnberger Rostbratwurst,Sausage
German,67,Thüringer Rostbratwurst,Sausage
German,68,Weißwurst mit Senf,Sausage
German,69,Obatzda,Cheese Spread
German,70,Handkäse mit Musik,Cheese
German,71,Harzer Käse,Cheese
German,72,Camembert gebacken,Appetizer
German,73,Brotzeit,Meal/Snack
German,74,Vesper,Meal/Snack
German,75,Reibekuchen,Side Dish
German,76,Bratkartoffeln,Side Dish
German,77,Pommes Frites,Side Dish
German,78,Kartoffelsalat,Salad
German,79,Gurkensalat,Salad
German,80,Krautsalat,Salad
German,81,Wurstsalat,Salad
German,82,Nudelsalat,Salad
German,83,Bienenstich,Dessert
German,84,Donauwelle,Dessert
German,85,Käsekuchen,Dessert
German,86,Streuselkuchen,Dessert
German,87,Pfannkuchen (Berliner),Dessert
German,88,Krapfen,Dessert
German,89,Windbeutel,Dessert
German,90,Spaghettieis,Dessert
German,91,Rote Grütze,Dessert
German,92,Apfelkuchen,Dessert
German,93,Pflaumenkuchen,Dessert
German,94,Zwetschgenkuchen,Dessert
German,95,Marmorkuchen,Dessert
German,96,Lebkuchen,Cookie
German,97,Spekulatius,Cookie
German,98,Printen,Cookie
German,99,Beer (Pils, Weizen, Märzen),Beverage
German,100,Apfelschorle,Beverage
Greek,1,Moussaka,Main Dish
Greek,2,Souvlaki,Grilled Skewers
Greek,3,Gyros,Sandwich
Greek,4,Spanakopita,Savory Pie
Greek,5,Dolmades,Appetizer
Greek,6,Tzatziki,Dip/Sauce
Greek,7,Greek Salad,Salad
Greek,8,Pastitsio,Main Dish
Greek,9,Baklava,Dessert
Greek,10,Feta Cheese,Cheese
Greek,11,Taramasalata,Dip/Sauce
Greek,12,Melitzanosalata,Dip/Sauce
Greek,13,Saganaki,Appetizer
Greek,14,Fasolada,Soup
Greek,15,Avgolemono,Soup
Greek,16,Keftedes,Appetizer
Greek,17,Loukoumades,Dessert
Greek,18,Galaktoboureko,Dessert
Greek,19,Kataifi,Dessert
Greek,20,Halva,Dessert
Greek,21,Tiropita,Savory Pie
Greek,22,Kolokithokeftedes,Appetizer
Greek,23,Horiatiki,Salad
Greek,24,Melitzanes Imam,Main Dish
Greek,25,Gigantes Plaki,Side Dish
Greek,26,Stifado,Stew
Greek,27,Kleftiko,Main Dish
Greek,28,Arni Psito,Main Dish
Greek,29,Paidakia,Grilled Meat
Greek,30,Bifteki,Main Dish
Greek,31,Soutzoukakia,Main Dish
Greek,32,Gemista,Main Dish
Greek,33,Briam,Vegetable Dish
Greek,34,Fakorizo,Main Dish
Greek,35,Revithia,Soup
Greek,36,Fava,Dip/Side
Greek,37,Skordalia,Dip/Sauce
Greek,38,Htipiti,Dip/Sauce
Greek,39,Horta,Side Dish
Greek,40,Bamies,Stew
Greek,41,Papoutsakia,Main Dish
Greek,42,Pasteli,Snack
Greek,43,Loukaniko,Sausage
Greek,44,Octopus Grilled,Main Dish
Greek,45,Kalamari,Appetizer
Greek,46,Gavros,Appetizer
Greek,47,Bakaliaros Skordalia,Main Dish
Greek,48,Psarosoupa,Soup
Greek,49,Kakavia,Soup/Stew
Greek,50,Kotosoupa,Soup
Greek,51,Magiritsa,Soup
Greek,52,Patsas,Soup
Greek,53,Kokoretsi,Street Food
Greek,54,Splinantero,Main Dish
Greek,55,Kontosouvli,Grilled Meat
Greek,56,Exohiko,Main Dish
Greek,57,Youvarlakia,Soup
Greek,58,Giouvarlakia,Soup
Greek,59,Mpougatsa,Dessert
Greek,60,Bougatsa,Dessert
Greek,61,Koulouri,Bread
Greek,62,Tsoureki,Bread
Greek,63,Vasilopita,Bread/Dessert
Greek,64,Paximadia,Biscuit
Greek,65,Melomakarona,Cookie
Greek,66,Kourabiedes,Cookie
Greek,67,Diples,Dessert
Greek,68,Karydopita,Dessert
Greek,69,Ravani,Dessert
Greek,70,Portokalopita,Dessert
Greek,71,Spoon Sweets,Preserve
Greek,72,Frappe,Beverage
Greek,73,Greek Coffee,Beverage
Greek,74,Ouzo,Beverage
Greek,75,Tsipouro,Beverage
Greek,76,Retsina,Beverage
Greek,77,Mastika,Beverage
Greek,78,Soumada,Beverage
Greek,79,Rizogalo,Dessert
Greek,80,Halvas Simigdalenios,Dessert
Greek,81,Amygdalota,Cookie
Greek,82,Finikia,Cookie
Greek,83,Pasteli Bars,Snack
Greek,84,Soutzoukos,Snack
Greek,85,Pita Bread,Bread
Greek,86,Lagana,Bread
Greek,87,Eliopita,Savory Pie
Greek,88,Kreatopita,Savory Pie
Greek,89,Prasopita,Savory Pie
Greek,90,Manitaropita,Savory Pie
Greek,91,Tyropitakia,Appetizer
Greek,92,Spanakopitakia,Appetizer
Greek,93,Bourekakia,Appetizer
Greek,94,Koulourakia,Cookie
Greek,95,Trigona,Dessert
Greek,96,Ekmek Kataifi,Dessert
Greek,97,Koufeta,Candy
Greek,98,Pasteli with Honey,Snack
Greek,99,Greek Yogurt with Honey,Dessert
Greek,100,Metaxa,Beverage
Hungarian,1,Goulash,Stew
Hungarian,2,Chicken Paprikash,Main Dish
Hungarian,3,Langos,Fried Bread
Hungarian,4,Fisherman's Soup,Soup
Hungarian,5,Stuffed Cabbage,Main Dish
Hungarian,6,Lángos,Street Food
Hungarian,7,Dobos Torte,Dessert
Hungarian,8,Chimney Cake,Dessert
Hungarian,9,Kürtőskalács,Dessert
Hungarian,10,Pörkölt,Stew
Hungarian,11,Paprikás,Stew
Hungarian,12,Tokány,Stew
Hungarian,13,Lecso,Vegetable Stew
Hungarian,14,Főzelék,Vegetable Stew
Hungarian,15,Rántott Sajt,Fried Cheese
Hungarian,16,Rántott Hús,Fried Meat
Hungarian,17,Breaded Pork,Main Dish
Hungarian,18,Veal Paprikash,Main Dish
Hungarian,19,Beef Goulash,Stew
Hungarian,20,Pork Goulash,Stew
Hungarian,21,Kolbász,Sausage
Hungarian,22,Hurka,Sausage
Hungarian,23,Debreceni,Sausage
Hungarian,24,Csabai,Sausage
Hungarian,25,Téliszalámi,Sausage
Hungarian,26,Székelykáposzta,Stew
Hungarian,27,Töltött Káposzta,Main Dish
Hungarian,28,Töltött Paprika,Main Dish
Hungarian,29,Hortobágyi Palacsinta,Main Dish
Hungarian,30,Palacsinta,Pancake
Hungarian,31,Gundel Palacsinta,Dessert
Hungarian,32,Rakott Krumpli,Casserole
Hungarian,33,Rakott Káposzta,Casserole
Hungarian,34,Tócsni,Potato Pancake
Hungarian,35,Liptauer,Cheese Spread
Hungarian,36,Körözött,Cheese Spread
Hungarian,37,Túrós Csusza,Main Dish
Hungarian,38,Káposztás Kocka,Main Dish
Hungarian,39,Bableves,Soup
Hungarian,40,Gulyásleves,Soup
Hungarian,41,Jókai Bableves,Soup
Hungarian,42,Újházi Tyúkhúsleves,Soup
Hungarian,43,Palócleves,Soup
Hungarian,44,Zöldbableves,Soup
Hungarian,45,Gombaleves,Soup
Hungarian,46,Gyümölcsleves,Soup
Hungarian,47,Hideg Meggyleves,Soup
Hungarian,48,Nokedli,Dumpling
Hungarian,49,Galuska,Dumpling
Hungarian,50,Tarhonya,Pasta
Hungarian,51,Slambuc,Main Dish
Hungarian,52,Brassói Aprópecsenye,Main Dish
Hungarian,53,Cigánypecsenye,Main Dish
Hungarian,54,Tatárbeefsteak,Main Dish
Hungarian,55,Marhapörkölt,Stew
Hungarian,56,Csirkepaprikás,Main Dish
Hungarian,57,Pacalpörkölt,Stew
Hungarian,58,Borjúpörkölt,Stew
Hungarian,59,Vadpörkölt,Stew
Hungarian,60,Halászlé,Soup
Hungarian,61,Rác Ponty,Main Dish
Hungarian,62,Paprikás Krumpli,Stew
Hungarian,63,Lecsós Hús,Main Dish
Hungarian,64,Paradicsomos Káposzta,Side Dish
Hungarian,65,Vegyes Savanyúság,Pickle
Hungarian,66,Csalamádé,Pickle
Hungarian,67,Ecetes Paprika,Pickle
Hungarian,68,Kovászos Uborka,Pickle
Hungarian,69,Rétes,Dessert
Hungarian,70,Almás Rétes,Dessert
Hungarian,71,Meggyes Rétes,Dessert
Hungarian,72,Túrós Rétes,Dessert
Hungarian,73,Mákos Rétes,Dessert
Hungarian,74,Somlói Galuska,Dessert
Hungarian,75,Rigó Jancsi,Dessert
Hungarian,76,Eszterházy Torta,Dessert
Hungarian,77,Dobostorta,Dessert
Hungarian,78,Krémes,Dessert
Hungarian,79,Túrógombóc,Dessert
Hungarian,80,Fánk,Dessert
Hungarian,81,Bejgli,Dessert
Hungarian,82,Zserbó,Dessert
Hungarian,83,Flódni,Dessert
Hungarian,84,Aranygaluska,Dessert
Hungarian,85,Madártej,Dessert
Hungarian,86,Sólet,Stew
Hungarian,87,Flekken,Main Dish
Hungarian,88,Pogácsa,Bread
Hungarian,89,Tepertős Pogácsa,Bread
Hungarian,90,Túrós Pogácsa,Bread
Hungarian,91,Kifli,Bread
Hungarian,92,Zsemle,Bread
Hungarian,93,Pálinka,Beverage
Hungarian,94,Unicum,Beverage
Hungarian,95,Tokaji Wine,Beverage
Hungarian,96,Egri Bikavér,Beverage
Hungarian,97,Fröccs,Beverage
Hungarian,98,Meggyleves,Soup
Hungarian,99,Túró Rudi,Dessert
Hungarian,100,Szódavíz,Beverage
Indian,1,Butter Chicken,Main Dish
Indian,2,Tikka Masala,Main Dish
Indian,3,Biryani,Rice Dish
Indian,4,Naan,Bread
Indian,5,Samosa,Appetizer
Indian,6,Tandoori Chicken,Main Dish
Indian,7,Palak Paneer,Main Dish
Indian,8,Dal Makhani,Stew
Indian,9,Rogan Josh,Main Dish
Indian,10,Vindaloo,Curry
Indian,11,Korma,Curry
