Cuisine,Item Number,Food Item,Food Type
Greek,4,Kotosupa,Soup
Greek,5,Patsas,Soup
Greek,6,Giouvetsi Soup,Soup
Greek,7,Manestra,Soup
Greek,8,Tahinosoupa,Soup
Greek,9,Kritharaki Soup,Soup
Greek,10,Revithada,Soup
Greek,11,Fava Soup,Soup
Greek,12,Hortosoupa,Soup
Greek,13,Koukia Soup,Soup
Greek,14,Arakas Soup,Soup
Greek,15,Lahanosoupa,Soup
Greek,16,Kolokythosoupa,Soup
Greek,17,Kremydosoupa,Soup
Greek,18,Tomatosoupa,Soup
Greek,19,Patatsoupa,Soup
Greek,20,Spanakoryzosoupa,Soup
Hungarian,1,Csontleves,Soup
Hungarian,2,Zöldségleves,Soup
Hungarian,3,Csibeleves,Soup
Hungarian,4,Húsleves,Soup
Hungarian,5,Csirkeragu Leves,Soup
Hungarian,6,Gazdagon Leves,Soup
Hungarian,7,Tárkonyos Leves,Soup
Hungarian,8,Káposztás Leves,Soup
Hungarian,9,Kohlrabi Leves,Soup
Hungarian,10,Karfiol Leves,Soup
Hungarian,11,Borsófőzelék Leves,Soup
Hungarian,12,Krumpli Leves,Soup
Hungarian,13,Paradicsom Leves,Soup
Hungarian,14,Spárga Leves,Soup
Hungarian,15,Sóska Leves,Soup
Hungarian,16,Sütőtök Leves,Soup
Hungarian,17,Csirke Aprólék Leves,Soup
Hungarian,18,Pacal Leves,Soup
Indian,1,Mulligatawny Soup,Soup
Indian,2,Tomato Soup,Soup
Indian,3,Sweet Corn Soup,Soup
Indian,4,Hot and Sour Soup,Soup
Indian,5,Manchow Soup,Soup
Indian,6,Lemon Coriander Soup,Soup
Indian,7,Chicken Soup,Soup
Indian,8,Mutton Soup,Soup
Indian,9,Vegetable Soup,Soup
Indian,10,Dal Shorba,Soup
Indian,11,Mushroom Soup,Soup
Indian,12,Spinach Soup,Soup
Indian,13,Paya Soup,Soup
Indian,14,Chicken Clear Soup,Soup
Indian,15,Vegetable Clear Soup,Soup
Indian,16,Minestrone Soup,Soup
Indian,17,Noodle Soup,Soup
Indian,18,Cream of Chicken Soup,Soup
Indian,19,Cream of Mushroom Soup,Soup
Indian,20,Cream of Tomato Soup,Soup
Indian,21,Carrot Soup,Soup
Indian,22,Beetroot Soup,Soup
Indian,23,Pumpkin Soup,Soup
Indian,24,Cabbage Soup,Soup
Indian,25,Broccoli Soup,Soup
Indian,26,Cauliflower Soup,Soup
Indian,27,Sweet Potato Soup,Soup
Indian,28,Coconut Soup,Soup
Indonesian,1,Soto Madura,Soup
Indonesian,2,Soto Lamongan,Soup
Indonesian,3,Soto Kudus,Soup
Indonesian,4,Soto Padang,Soup
Indonesian,5,Soto Banjar,Soup
Indonesian,6,Soto Tangkar,Soup
Indonesian,7,Soto Mi,Soup
Indonesian,8,Sayur Asem,Soup
Indonesian,9,Sayur Lodeh,Soup
Indonesian,10,Sayur Bayam,Soup
Indonesian,11,Sop Iga,Soup
Indonesian,12,Sop Kambing,Soup
Indonesian,13,Tongseng,Soup
Indonesian,14,Gulai Kambing,Soup
Indonesian,15,Sup Ayam,Soup
Indonesian,16,Sup Jagung,Soup
Indonesian,17,Sup Asparagus,Soup
Indonesian,18,Sup Kimlo,Soup
Indonesian,19,Capcay Kuah,Soup
Indonesian,20,Sup Oyong,Soup
Indonesian,21,Sup Buntut,Soup
Indonesian,22,Sup Ikan,Soup
Iranian,1,Ash-e Doogh,Soup
Iranian,2,Ash-e Mast,Soup
Iranian,3,Ash-e Gojeh Farangi,Soup
Iranian,4,Ash-e Shalgham,Soup
Iranian,5,Ash-e Kadoo,Soup
Iranian,6,Shole Ghalamkar,Soup
Iranian,7,Aash-e Bademjan,Soup
Iranian,8,Adasi,Soup
Iranian,9,Shoorba,Soup
Iranian,10,Aash-e Sabzi,Soup
Iranian,11,Halim Bademjan,Soup
Iranian,12,Sup-e Jo,Soup
Iranian,13,Sup-e Morgh,Soup
Iranian,14,Sup-e Mahi,Soup
Iranian,15,Sup-e Joojeh,Soup
Iranian,16,Sup-e Gusht,Soup
Iranian,17,Sup-e Sabzijat,Soup
Iranian,18,Shorba-ye Adas,Soup
Iranian,19,Shorba-ye Lapeh,Soup
Iranian,20,Sup-e Anar,Soup
Iranian,21,Soup Keshmesh,Soup
Iranian,22,Sup-e Khoresht,Soup
Italian,1,Pasta e Ceci,Soup
Italian,2,Zuppa Toscana,Soup
Italian,3,Stracciatella,Soup
Italian,4,Tortellini en Brodo,Soup
Italian,5,Brodetto,Soup
Italian,6,Zuppa di Pesce Adriatico,Soup
Italian,7,Pancotto,Soup
Italian,8,Zuppa di Farro,Soup
Italian,9,Millecosedde,Soup
Italian,10,Zuppa di Cipolle,Soup
Italian,11,Minestra Maritata,Soup
Italian,12,Zuppa di Lenticchie,Soup
Italian,13,Passatelli,Soup
Italian,14,Zuppa Pavese,Soup
Italian,15,Minestra di Riso,Soup
Italian,16,Brodo di Carne,Soup
Italian,17,Brodo di Pollo,Soup
Italian,18,Zuppa di Castagne,Soup
Italian,19,Zuppa di Funghi,Soup
Italian,20,Zuppa di Zucca,Soup
Italian,21,Zuppa di Asparagi,Soup
Italian,22,Zuppa di Cozze,Soup
Italian,23,Zuppa di Vongole,Soup
Italian,24,Zuppa Gallurese,Soup
Italian,25,Zuppa Inglese,Soup
Japanese,1,Tonjiru,Soup
Japanese,2,Butajiru,Soup
Japanese,3,Zenzai,Soup
Japanese,4,Shiruko,Soup
Japanese,5,Kenchin-jiru,Soup
Japanese,6,Tonjiru,Soup
Japanese,7,Kasujiru,Soup
Japanese,8,Imoni,Soup
Japanese,9,Suimono,Soup
Japanese,10,Sakana no Suimono,Soup
Japanese,11,Hamaguri no Suimono,Soup
Japanese,12,Dashi,Soup
Japanese,13,Sumashi-jiru,Soup
Japanese,14,Ozoni,Soup
Japanese,15,Zoni,Soup
Japanese,16,Asari Miso Soup,Soup
Japanese,17,Wakame Miso Soup,Soup
Japanese,18,Tofu Miso Soup,Soup
Japanese,19,Negi Miso Soup,Soup
Japanese,20,Nameko Miso Soup,Soup
Japanese,21,Corn Soup,Soup
Korean,1,Kimchi Jjigae,Soup
Korean,2,Dwaeji Gukbap,Soup
Korean,3,Gamjatang,Soup
Korean,4,Gomtang,Soup
Korean,5,Janchi Guksu,Soup
Korean,6,Kalguksu,Soup
Korean,7,Jjamppong,Soup
Korean,8,Sujebi,Soup
Korean,9,Kongguksu,Soup
Korean,10,Bibim Guksu Soup,Soup
Korean,11,Kimchi Mandu Guk,Soup
Korean,12,Galbi Tang,Soup
Korean,13,Byul Galbitang,Soup
Korean,14,Dakgalbitang,Soup
Korean,15,Samgyetang Special,Soup
Korean,16,Jjukkumi Tang,Soup
Korean,17,Nakji Tang,Soup
Mexican,1,Caldo de Camarón,Soup
Mexican,2,Caldo Tlalpeño,Soup
Mexican,3,Sopa de Elote,Soup
Mexican,4,Sopa de Hongos,Soup
Mexican,5,Sopa de Verduras,Soup
Mexican,6,Crema de Calabaza,Soup
Mexican,7,Sopa de Lentejas,Soup
Mexican,8,Sopa Tarasca,Soup
Mexican,9,Sopa de Flor de Calabaza,Soup
Mexican,10,Caldo de Camarón Seco,Soup
Mexican,11,Sopa de Ajo,Soup
Mexican,12,Consomé de Pollo,Soup
Mexican,13,Birria de Res,Soup
Mexican,14,Mole de Olla,Soup
Mexican,15,Caldo de Oso,Soup
Mexican,16,Caldo de Queso,Soup
Mexican,17,Sopa de Médula,Soup
Mexican,18,Sopa de Habas,Soup
Mexican,19,Sopa de Poblano,Soup
Mexican,20,Crema de Cilantro,Soup
Mexican,21,Sopa de Chícharo,Soup
Peruvian,1,Sopa Criolla,Soup
Peruvian,2,Sopa a la Minuta,Soup
Peruvian,3,Sopa Wantan,Soup
Peruvian,4,Sopa de Pollo a la Criolla,Soup
Peruvian,5,Sopa de Res,Soup
Peruvian,6,Sopa de Cordero,Soup
Peruvian,7,Sopa de Habas,Soup
Peruvian,8,Sopa de Trigo,Soup
Peruvian,9,Sopa de Quinua,Soup
Peruvian,10,Sopa de Verduras,Soup
Peruvian,11,Chilcano de Pescado,Soup
Peruvian,12,Caldo de Gallina Criolla,Soup
Peruvian,13,Shambar Trujillano,Soup
Peruvian,14,Sopa de Choros,Soup
Peruvian,15,Sopa de Conchas Negras,Soup
Peruvian,16,Inchicapi Amazónico,Soup
Peruvian,17,Sopa de Casa,Soup
Peruvian,18,Sopa Teológica Regional,Soup
Polish,1,Zupa Pomidorowa,Soup
Polish,2,Zupa Pieczarkowa,Soup
Polish,3,Zupa Grzybowa,Soup
Polish,4,Zupa Kalafiorowa,Soup
Polish,5,Zupa Brokułowa,Soup
Polish,6,Zupa Jarzynowa,Soup
Polish,7,Zupa Szczawiowa,Soup
Polish,8,Zupa Koperkowa,Soup
Polish,9,Zupa Fasolowa,Soup
Polish,10,Zupa Cebulowa,Soup
Polish,11,Zupa Rybna,Soup
Polish,12,Chłodnik,Soup
Polish,13,Botwinka,Soup
Polish,14,Zupa Owocowa,Soup
Polish,15,Zupa Wiśniowa,Soup
Polish,16,Zupa Jagodowa,Soup
Polish,17,Zupa Dyniowa,Soup
Polish,18,Zupa Krem z Brokułów,Soup
Polish,19,Zupa Krem z Pomidorów,Soup
Polish,20,Zupa Krem z Pieczarek,Soup
Polish,21,Zupa Selerowa,Soup
Portuguese,1,Sopa de Feijão Verde,Soup
Portuguese,2,Sopa de Tomate,Soup
Portuguese,3,Sopa de Abóbora,Soup
Portuguese,4,Sopa Alentejana,Soup
Portuguese,5,Sopa de Nabiças,Soup
Portuguese,6,Sopa de Espinafres,Soup
Portuguese,7,Canja de Galinha,Soup
Portuguese,8,Sopa de Agriões,Soup
Portuguese,9,Sopa de Couve,Soup
Portuguese,10,Sopa de Favas,Soup
Portuguese,11,Sopa de Castanhas,Soup
Portuguese,12,Sopa de Grão-de-Bico,Soup
Portuguese,13,Sopa de Lentilhas,Soup
Portuguese,14,Sopa de Ervilhas,Soup
Portuguese,15,Sopa de Cogumelos,Soup
Portuguese,16,Sopa de Cenoura,Soup
Portuguese,17,Sopa de Beterraba,Soup
Portuguese,18,Sopa de Cebola,Soup
Portuguese,19,Sopa de Alho Francês,Soup
Portuguese,20,Sopa Juliana,Soup
Portuguese,21,Sopa de Coentros,Soup
Portuguese,22,Sopa de Beldroegas,Soup
Spanish,1,Sopa de Cocido,Soup
Spanish,2,Sopa de Fideos,Soup
Spanish,3,Sopa de Almendras,Soup
Spanish,4,Sopa de Marisco,Soup
Spanish,5,Caldo de Pescado,Soup
Spanish,6,Sopa de Tomate,Soup
Spanish,7,Sopa de Verduras,Soup
Spanish,8,Sopa de Lentejas,Soup
Spanish,9,Sopa de Garbanzos,Soup
Spanish,10,Fabes con Almejas,Soup
Spanish,11,Sopa de Cebolla,Soup
Spanish,12,Sopa de Zanahoria,Soup
Spanish,13,Sopa de Calabaza,Soup
Spanish,14,Porrusalda,Soup
Spanish,15,Marmitako de Bonito,Soup
Spanish,16,Sopa de Rape,Soup
Spanish,17,Sopa de Congrio,Soup
Spanish,18,Menestra,Soup
Spanish,19,Potaje de Vigilia,Soup
Spanish,20,Berza,Soup
Spanish,21,Olla Gitana,Soup
Thai,1,Tom Klong,Soup
Thai,2,Tom Jap Chai,Soup
Thai,3,Gang Liang,Soup
Thai,4,Gang Jued Woon Sen,Soup
Thai,5,Tom Yum Hed,Soup
Thai,6,Tom Yum Talay,Soup
Thai,7,Tom Yum Pla,Soup
Thai,8,Tom Kha Hed,Soup
Thai,9,Tom Kha Talay,Soup
Thai,10,Kaeng Jeut Tao Hoo,Soup
Thai,11,Kaeng Jeut Pak,Soup
Thai,12,Tom Chuet Woon Sen,Soup
Thai,13,Sup Kraduuk Muu,Soup
Thai,14,Kuay Jab,Soup
Thai,15,Sup No Mai,Soup
Thai,16,Gaeng Jeud Pak Ruam,Soup
Thai,17,Tom Zap,Soup
Thai,18,Kaeng Pa,Soup
Thai,19,Tom Yum Kung Nam Sai,Soup
Turkish,1,İşkembe,Soup
Turkish,2,Paça Çorbası,Soup
Turkish,3,Düğün Çorbası,Soup
Turkish,4,Tarhana Çorbası,Soup
Turkish,5,Domates Çorbası,Soup
Turkish,6,Tavuk Suyu Çorbası,Soup
Turkish,7,Sebze Çorbası,Soup
Turkish,8,Yoğurt Çorbası,Soup
Turkish,9,Toyga Çorbası,Soup
Turkish,10,Süzme Mercimek Çorbası,Soup
Turkish,11,Kırmızı Mercimek Çorbası,Soup
Turkish,12,Pirinç Çorbası,Soup
Turkish,13,Şehriye Çorbası,Soup
Turkish,14,Un Çorbası,Soup
Turkish,15,Balık Çorbası,Soup
Turkish,16,Kelle Paça Özel,Soup
Turkish,17,Kuru Fasulye Çorbası,Soup
Turkish,18,Nohut Çorbası,Soup
Turkish,19,Beyran Çorbası,Soup
Turkish,20,Mahluta Çorbası,Soup
Turkish,21,Kelkit Çorbası,Soup
Turkish,22,Sakala Çorbası,Soup
Turkish,23,Çorbalık Çorba,Soup
Turkish,24,Ezo Çorbası,Soup
Turkish,25,Analı Kızlı Çorbası,Soup
Vietnamese,1,Canh Chua Cá,Soup
Vietnamese,2,Canh Chua Tôm,Soup
Vietnamese,3,Canh Khổ Qua,Soup
Vietnamese,4,Canh Bí,Soup
Vietnamese,5,Canh Rau Muống,Soup
Vietnamese,6,Canh Cải,Soup
Vietnamese,7,Canh Măng,Soup
Vietnamese,8,Canh Mướp,Soup
Vietnamese,9,Sup Măng Cua,Soup
Vietnamese,10,Sup Hải Sản,Soup
Vietnamese,11,Canh Gà,Soup
Vietnamese,12,Canh Bò,Soup
Vietnamese,13,Canh Sườn,Soup
Vietnamese,14,Canh Hến,Soup
Vietnamese,15,Canh Nghêu,Soup
Vietnamese,16,Canh Ngao,Soup
Vietnamese,17,Bún Măng Vịt,Soup
Vietnamese,18,Bánh Canh Cua,Soup
Vietnamese,19,Bánh Canh Chả Cá,Soup
