id	title	description	steps
journey_of_coffee	The Journey of Coffee	Follow the word 'coffee' from Ethiopian highlands through Arabic 'qahwa' to Turkish 'kahve' and into every European language — a caffeinated tour of global linguistic borrowing.	[{"text":"The story of coffee begins in the Ethiopian highlands, where the Kaffa region gave the beverage its name. According to legend, a goatherd named Kaldi noticed his goats dancing after eating certain berries. The Oromo people of Ethiopia were among the first to cultivate coffee.","map_center":[7.5,36.0],"map_zoom":6,"time_point":900,"highlighted_entities":["orm"],"layer_config":{"layers":["languages"]}},{"text":"Sufi mystics in Yemen adopted coffee as an aid to nighttime devotion in the 15th century. Arabic transformed the word into 'qahwa' (قهوة), originally a term for wine. The port of Mocha (Al-Makha) became synonymous with coffee trade, and its name survives in 'mocha' worldwide.","map_center":[13.3,43.3],"map_zoom":6,"time_point":1450,"highlighted_entities":["arb"],"layer_config":{"layers":["languages","trade_routes"]}},{"text":"The Ottoman Empire embraced coffee culture, and Turkish 'kahve' became the direct source for most European words. Istanbul's coffeehouses (kahvehane) were centers of intellectual life. The Turkish pronunciation shaped how Europe would say this word for centuries.","map_center":[41.0,29.0],"map_zoom":5,"time_point":1550,"highlighted_entities":["tur"],"layer_config":{"layers":["languages","trade_routes"]}},{"text":"Italian traders in Venice were among the first Europeans to import coffee (c. 1600). Italian 'caffè' passed to French 'café', Spanish 'café', and Portuguese 'café'. The word traveled the same routes as the beans — through Mediterranean trade networks.","map_center":[45.4,12.3],"map_zoom":5,"time_point":1620,"highlighted_entities":["ita","fra","spa","por"],"layer_config":{"layers":["languages","trade_routes"]}},{"text":"English borrowed 'coffee' from Dutch 'koffie' (itself from Turkish) in the 1650s. London coffeehouses became 'penny universities' where ideas flowed freely. German 'Kaffee', Swedish 'kaffe', and Russian 'кофе' (kofe) all trace back through the same Turkish-Arabic chain.","map_center":[51.5,-0.1],"map_zoom":5,"time_point":1660,"highlighted_entities":["eng","nld","deu","rus"],"layer_config":{"layers":["languages"]}},{"text":"Colonial plantations spread coffee — and its name — to Java (giving English 'java'), Brazil, and Colombia. Today the word exists in virtually every language on Earth: Japanese 'コーヒー' (kōhī), Hindi 'कॉफ़ी' (kofī), Swahili 'kahawa' — all echoes of that Ethiopian origin.","map_center":[0.0,30.0],"map_zoom":2,"time_point":1800,"highlighted_entities":["jpn","hin","swh","por","eng"],"layer_config":{"layers":["languages","trade_routes"]}}]
viking_linguistic_trail	The Viking Linguistic Trail	Follow the Norse raiders and traders who left an indelible mark on English, French, Russian, and languages across the North Atlantic — from 'berserk' to 'Bluetooth'.	[{"text":"In the late 8th century, Old Norse-speaking Vikings erupted from Scandinavia. Their language, a North Germanic tongue, would leave traces across half of Europe. The word 'Viking' itself may come from Old Norse 'vík' (inlet) — these were people of the fjords.","map_center":[60.0,11.0],"map_zoom":5,"time_point":780,"highlighted_entities":["nor","swe","dan"],"layer_config":{"layers":["languages","migrations"]}},{"text":"The Danelaw era (865-954 CE) saw Norse settlers occupying eastern England. Old Norse and Old English were similar enough for mutual intelligibility, and they merged freely. Everyday English words like 'sky', 'egg', 'take', 'they', 'their', and 'them' are Norse gifts.","map_center":[54.0,-1.0],"map_zoom":5,"time_point":900,"highlighted_entities":["eng"],"layer_config":{"layers":["languages","migrations"]}},{"text":"In 911 CE, Viking leader Rollo was granted Normandy ('Northman-land') by the French king. The Norse settlers adopted French but left traces: Norman French vocabulary that later entered English through the 1066 conquest carried buried Norse elements alongside its French ones.","map_center":[49.4,1.1],"map_zoom":6,"time_point":911,"highlighted_entities":["fra"],"layer_config":{"layers":["languages","migrations"]}},{"text":"Varangian Vikings traveled east along Russian rivers to Constantinople. Old Norse 'Rus' may have given Russia its name. Norse traders established Kyiv and Novgorod, and Old Norse loanwords entered Slavic languages — but the Vikings were ultimately absorbed into Slavic culture.","map_center":[50.4,30.5],"map_zoom":4,"time_point":880,"highlighted_entities":["rus"],"layer_config":{"layers":["languages","trade_routes","migrations"]}},{"text":"Norse settlers colonized Iceland (874 CE), Greenland (985 CE), and briefly North America (c. 1000 CE). Icelandic has changed so little that modern Icelanders can read the medieval sagas — a 1,000-year-old language preserved in volcanic isolation.","map_center":[64.1,-21.9],"map_zoom":4,"time_point":1000,"highlighted_entities":["isl"],"layer_config":{"layers":["languages","migrations"]}},{"text":"The Viking linguistic legacy is enormous: English has over 1,000 Norse-origin words including 'window' (vindauga, 'wind-eye'), 'husband' (húsbóndi, 'house-dweller'), and 'berserk' (berserker, 'bear-shirt'). Place names ending in -by, -thorpe, and -thwaite map the Danelaw to this day.","map_center":[55.0,0.0],"map_zoom":3,"time_point":1100,"highlighted_entities":["eng","nor","isl","dan","swe"],"layer_config":{"layers":["languages"]}}]
persian_literary_empire	The Persian Literary Empire	Discover how Persian became the language of poetry, diplomacy, and culture from Istanbul to Delhi — an empire of literature that transcended political boundaries for a thousand years.	[{"text":"After the Arab conquest of Persia (651 CE), the Persian language nearly vanished under Arabic dominance. But Persian survived by reinventing itself: adopting the Arabic script, absorbing Arabic vocabulary, and emerging as New Persian — a language transformed but unbroken.","map_center":[32.7,51.7],"map_zoom":5,"time_point":700,"highlighted_entities":["fas"],"layer_config":{"layers":["languages","civilizations"]}},{"text":"Ferdowsi's Shahnameh (c. 1010 CE), the Persian 'Book of Kings', deliberately used minimal Arabic vocabulary to prove Persian's literary power. This 50,000-couplet epic became the cultural cornerstone of the Persian-speaking world, from Tajikistan to Kurdistan.","map_center":[35.3,59.6],"map_zoom":5,"time_point":1010,"highlighted_entities":["fas"],"layer_config":{"layers":["languages"]}},{"text":"Under Seljuk and Timurid patronage, Persian became Central Asia's prestige language. Rumi (d. 1273), writing in Persian in Anatolia, produced poetry still read worldwide. Persian 'divan' (poetry collection), 'ghazal', and 'rubai' became literary terms across multiple languages.","map_center":[37.9,32.5],"map_zoom":4,"time_point":1250,"highlighted_entities":["fas","tur"],"layer_config":{"layers":["languages","civilizations"]}},{"text":"The Mughal Empire (1526-1857) made Persian the administrative and literary language of the Indian subcontinent. Urdu emerged as a hybrid of Hindi grammar and massive Persian-Arabic vocabulary. Words like 'pajama' (pāy-jāmeh), 'bazaar' (bāzār), and 'khaki' (khākī) entered English through this Persian-Indian connection.","map_center":[28.6,77.2],"map_zoom":5,"time_point":1600,"highlighted_entities":["fas","urd","hin"],"layer_config":{"layers":["languages","civilizations"]}},{"text":"Ottoman Turkish absorbed so much Persian and Arabic that Ottoman court language was nearly incomprehensible to common Turks. Persian words for abstract concepts, emotions, and art saturated Turkish, Azerbaijani, and Uzbek — the linguistic reach of Persian poetry transcended ethnic boundaries.","map_center":[41.0,29.0],"map_zoom":4,"time_point":1500,"highlighted_entities":["tur","fas","azb","uzb"],"layer_config":{"layers":["languages"]}},{"text":"Today, Persian's literary legacy lives in three national varieties — Farsi (Iran), Dari (Afghanistan), and Tajik (Tajikistan) — plus thousands of loanwords in Turkish, Urdu, Hindi, Bengali, and even English. 'Paradise' (pardis), 'chess' (shah), and 'checkmate' (shah mat) are all Persian gifts to the world.","map_center":[35.0,55.0],"map_zoom":3,"time_point":2000,"highlighted_entities":["fas","tgk","urd","tur","eng"],"layer_config":{"layers":["languages"]}}]
dravidian_legacy	The Dravidian Legacy	Explore the ancient Dravidian language family of South India — older than Indo-European presence in the subcontinent, with possible links to the Indus Valley Civilization and a living legacy of 250 million speakers.	[{"text":"The Dravidian language family, with over 80 languages and 250 million speakers, predates the arrival of Indo-European languages in South Asia. Proto-Dravidian may have been spoken as early as 4500 BCE, making it one of the world's oldest traceable language families.","map_center":[13.0,77.5],"map_zoom":5,"time_point":-4500,"highlighted_entities":["tam","tel","kan","mal"],"layer_config":{"layers":["languages"]}},{"text":"The Indus Valley Civilization (3300-1300 BCE) remains undeciphered, but many scholars believe its language was Dravidian. The geographic overlap between Indus sites and later Dravidian populations, plus structural analysis of the script, supports this tantalizing hypothesis.","map_center":[27.3,68.0],"map_zoom":5,"time_point":-2500,"highlighted_entities":[],"layer_config":{"layers":["archaeological_sites","civilizations"]}},{"text":"Tamil, the oldest attested Dravidian language, has a literary tradition spanning over 2,000 years. Sangam literature (300 BCE - 300 CE) preserves a sophisticated poetic tradition. Tamil is one of the world's few classical languages with an unbroken literary continuity.","map_center":[10.8,78.7],"map_zoom":6,"time_point":-200,"highlighted_entities":["tam"],"layer_config":{"layers":["languages","civilizations"]}},{"text":"Dravidian languages influenced Indo-Aryan languages profoundly. Sanskrit and Hindi acquired retroflexed consonants (ṭ, ḍ, ṇ), a distinctly Dravidian feature absent from other Indo-European branches. This phonological exchange reveals millennia of deep bilingual contact.","map_center":[20.0,78.0],"map_zoom":4,"time_point":500,"highlighted_entities":["tam","hin","san"],"layer_config":{"layers":["languages"]}},{"text":"Brahui, a Dravidian language spoken in Pakistan and Afghanistan, sits 1,500 km from its nearest relatives — linguistic evidence of the family's once-wider range. Meanwhile, Telugu became the most-spoken Dravidian language, and Kannada and Malayalam developed rich literary traditions.","map_center":[28.0,66.0],"map_zoom":4,"time_point":1000,"highlighted_entities":["tel","kan","mal"],"layer_config":{"layers":["languages"]}},{"text":"Today, four Dravidian languages (Tamil, Telugu, Kannada, Malayalam) have official status in Indian states. Dravidian loanwords in English include 'curry' (Tamil kaṟi), 'mango' (Tamil māṅgāy via Portuguese), and 'catamaran' (Tamil kaṭṭumaram, 'tied logs'). A family older than recorded history thrives in the modern world.","map_center":[13.0,78.0],"map_zoom":4,"time_point":2000,"highlighted_entities":["tam","tel","kan","mal"],"layer_config":{"layers":["languages"]}}]
greek_scientific_legacy	Greek: The Language of Science	Trace how ancient Greek became the foundation of scientific, medical, and philosophical vocabulary worldwide — a dead language whose words are coined daily in laboratories and hospitals.	[{"text":"Classical Athens (5th century BCE) developed the vocabulary of Western thought. Plato, Aristotle, and their contemporaries created terms that still define how we think: 'philosophy' (love of wisdom), 'democracy' (people-power), 'atom' (uncuttable), 'cosmos' (ordered universe).","map_center":[37.97,23.72],"map_zoom":6,"time_point":-450,"highlighted_entities":["grc"],"layer_config":{"layers":["languages","civilizations"]}},{"text":"Alexander's conquests (334-323 BCE) spread Koine Greek from Egypt to Afghanistan. Greek became the lingua franca of scholarship across the Hellenistic world. The Library of Alexandria, operating in Greek, became humanity's first universal knowledge repository.","map_center":[31.2,29.9],"map_zoom":4,"time_point":-300,"highlighted_entities":["grc"],"layer_config":{"layers":["languages","civilizations"]}},{"text":"Hippocrates and Galen established Greek as the language of medicine. 'Diagnosis', 'prognosis', 'symptom', 'therapy', 'anatomy', 'chronic', 'pandemic' — virtually every medical term is Greek. When Arabic scholars translated these texts, they preserved and extended the Greek medical lexicon.","map_center":[36.9,27.3],"map_zoom":5,"time_point":-400,"highlighted_entities":["grc"],"layer_config":{"layers":["languages"]}},{"text":"The Roman Empire adopted Greek learning wholesale. Latin absorbed thousands of Greek terms, then transmitted them to all Romance languages. 'School' (Greek scholē via Latin schola), 'church' (Greek kyriakon), and 'angel' (Greek angelos) show Greek's path through Latin into modern European languages.","map_center":[41.9,12.5],"map_zoom":4,"time_point":100,"highlighted_entities":["grc","lat"],"layer_config":{"layers":["languages","civilizations"]}},{"text":"The Renaissance and Scientific Revolution revived Greek as the source for new terminology. Scientists consistently turned to Greek roots: 'telescope' (far-seeing), 'microscope' (small-seeing), 'oxygen' (acid-forming), 'biology' (life-study), 'photograph' (light-writing).","map_center":[45.0,10.0],"map_zoom":4,"time_point":1600,"highlighted_entities":["ell","eng","fra","deu"],"layer_config":{"layers":["languages"]}},{"text":"Today, Greek roots generate new words at an accelerating pace: 'cybernetics', 'genomics', 'nanotechnology', 'cryptocurrency'. International scientific nomenclature is built on Greek. A language last spoken natively in the ancient world remains the most productive source of new vocabulary in modern science.","map_center":[37.97,23.72],"map_zoom":3,"time_point":2000,"highlighted_entities":["ell","eng"],"layer_config":{"layers":["languages"]}}]
creole_genesis	The Birth of Creole Languages	Witness how colonial contact, slavery, and trade forged entirely new languages — Creoles that are not broken versions of their parents but innovative linguistic systems in their own right.	[{"text":"When speakers of mutually unintelligible languages must communicate, they create pidgins — simplified trade languages with minimal grammar. But when children grow up speaking a pidgin as their first language, something remarkable happens: it becomes a creole, a fully complex natural language.","map_center":[15.0,-40.0],"map_zoom":3,"time_point":1500,"highlighted_entities":[],"layer_config":{"layers":["languages","trade_routes"]}},{"text":"Haitian Creole, born on sugar plantations from French and West African languages, is today spoken by 12 million people. Its grammar draws from Fon and Ewe (West African languages), while most vocabulary comes from French — but it is neither French nor African. It is something entirely new.","map_center":[18.9,-72.3],"map_zoom":6,"time_point":1700,"highlighted_entities":["fra"],"layer_config":{"layers":["languages"]}},{"text":"Portuguese-based creoles spread across the tropics through the slave trade and maritime commerce. Papiamentu (Aruba, Curaçao), Cape Verdean Creole, Kristang (Malacca), and Macanese reveal Portuguese as the first European language to seed creoles worldwide.","map_center":[12.2,-68.9],"map_zoom":4,"time_point":1600,"highlighted_entities":["por"],"layer_config":{"layers":["languages","trade_routes"]}},{"text":"Tok Pisin in Papua New Guinea evolved from an English-based Pacific pidgin into a national language spoken by 4 million people. Its name comes from English 'talk pidgin'. Words like 'gras bilong het' (hair, literally 'grass belong head') show creative restructuring of English vocabulary.","map_center":[-6.0,147.0],"map_zoom":5,"time_point":1850,"highlighted_entities":["eng"],"layer_config":{"layers":["languages"]}},{"text":"Gullah Geechee, spoken in the Sea Islands of South Carolina and Georgia, preserves more African linguistic features than any other English-based creole in the US. Its survival provides a direct linguistic link to the West African languages of enslaved peoples.","map_center":[32.0,-80.9],"map_zoom":6,"time_point":1750,"highlighted_entities":["eng"],"layer_config":{"layers":["languages"]}},{"text":"Creole languages challenge the myth that they are 'broken' versions of European languages. Linguists now recognize them as fully complex systems that reveal universal principles of language creation. There are over 100 creole languages worldwide — living proof of human linguistic creativity under extreme conditions.","map_center":[10.0,-30.0],"map_zoom":2,"time_point":2000,"highlighted_entities":["fra","eng","por","spa","nld"],"layer_config":{"layers":["languages"]}}]
uralic_journey	The Uralic Journey	Discover the surprising family that connects Finnish, Hungarian, and languages spoken across the Arctic — a 7,000-year story of migration from the Ural Mountains to the heart of Europe.	[{"text":"Around 5000 BCE, Proto-Uralic speakers lived near the Ural Mountains, between modern Russia and western Siberia. Their language would eventually split into a family spanning from Norway's Arctic coast to the Hungarian plains — one of linguistics' most surprising connections.","map_center":[58.0,58.0],"map_zoom":5,"time_point":-5000,"highlighted_entities":[],"layer_config":{"layers":["languages","migrations"]}},{"text":"The Finno-Ugric branch migrated westward, reaching the Baltic region by 3000 BCE. Proto-Finnic peoples encountered Baltic and Germanic speakers, borrowing extensively. Finnish 'kuningas' (king) comes from Proto-Germanic *kuningaz — an ancient loan revealing centuries of contact.","map_center":[60.0,25.0],"map_zoom":5,"time_point":-3000,"highlighted_entities":["fin","est"],"layer_config":{"layers":["languages","migrations"]}},{"text":"The Sámi peoples spread across northern Scandinavia, developing reindeer herding cultures. Their languages feature extraordinary precision for snow and ice — Sámi languages distinguish dozens of snow types — reflecting deep environmental adaptation encoded in vocabulary.","map_center":[69.0,25.0],"map_zoom":5,"time_point":-1000,"highlighted_entities":[],"layer_config":{"layers":["languages","migrations"]}},{"text":"The Magyar migration (c. 896 CE) brought Hungarian — a Uralic language — into the heart of Europe. Surrounded by Slavic, Germanic, and Romance languages, Hungarian stubbornly preserved its Uralic core while borrowing vocabulary from every neighbor. The result is one of Europe's most distinctive languages.","map_center":[47.5,19.0],"map_zoom":5,"time_point":896,"highlighted_entities":["hun"],"layer_config":{"layers":["languages","migrations"]}},{"text":"Finnish and Hungarian share deep cognates invisible to casual observers: Finnish 'vesi' / Hungarian 'víz' (water), Finnish 'kala' / Hungarian 'hal' (fish), Finnish 'käsi' / Hungarian 'kéz' (hand). Six thousand years of separation have disguised the family resemblance.","map_center":[55.0,35.0],"map_zoom":3,"time_point":1500,"highlighted_entities":["fin","hun","est"],"layer_config":{"layers":["languages"]}},{"text":"Today, the Uralic family includes ~38 languages spoken by 25 million people. Finnish and Estonian are thriving national languages, while many smaller Uralic languages in Russia face extinction. This family reminds us that Europe's linguistic map extends far beyond the Indo-European mainstream.","map_center":[55.0,40.0],"map_zoom":3,"time_point":2000,"highlighted_entities":["fin","est","hun"],"layer_config":{"layers":["languages"]}}]
tibetan_himalayan	Languages of the Roof of the World	Ascend into the Himalayan highlands where Sino-Tibetan languages diversified in extreme isolation, creating one of the world's most linguistically dense regions across the highest mountains on Earth.	[{"text":"The Sino-Tibetan language family, second only to Indo-European in speaker count, originated somewhere along the Yellow River-Yangtze corridor around 7000 BCE. This family would eventually split into Chinese on one side and Tibeto-Burman on the other, separated by the world's highest mountains.","map_center":[33.0,100.0],"map_zoom":5,"time_point":-7000,"highlighted_entities":["cmn","bod"],"layer_config":{"layers":["languages"]}},{"text":"Tibetan developed its own script (c. 650 CE), adapted from Indian Brahmi through the efforts of Thonmi Sambhota. Classical Tibetan became the language of Buddhist scholarship, translating the entire Buddhist canon from Sanskrit and preserving texts lost in their original language.","map_center":[29.6,91.1],"map_zoom":6,"time_point":650,"highlighted_entities":["bod"],"layer_config":{"layers":["languages","religions"]}},{"text":"The Himalayan valleys created extraordinary linguistic diversity through isolation. Nepal alone hosts over 120 languages, many Tibeto-Burman, spoken in valleys just kilometers apart. Steep terrain meant that neighboring villages sometimes spoke mutually unintelligible languages.","map_center":[28.0,84.0],"map_zoom":6,"time_point":1000,"highlighted_entities":["nep"],"layer_config":{"layers":["languages"]}},{"text":"Burmese, another major Tibeto-Burman language, developed its distinctive script from Mon (itself derived from Indian scripts). The Bagan Empire (1044-1287) made Burmese a literary language, and it preserves tone patterns that help linguists reconstruct Proto-Sino-Tibetan.","map_center":[21.2,95.0],"map_zoom":5,"time_point":1100,"highlighted_entities":["mya"],"layer_config":{"layers":["languages","civilizations"]}},{"text":"Northeast India is a linguistic treasure trove where Sino-Tibetan, Indo-European, Austroasiatic, and Tai-Kadai families converge. Languages like Mizo, Manipuri, and Nagamese represent centuries of contact and diversification in one of the world's most complex linguistic zones.","map_center":[25.5,93.0],"map_zoom":6,"time_point":1500,"highlighted_entities":[],"layer_config":{"layers":["languages"]}},{"text":"Today, Sino-Tibetan languages are spoken by over 1.5 billion people, with Mandarin Chinese accounting for most speakers. But the family's true diversity lies in the highlands: hundreds of small Tibeto-Burman languages, many unwritten and endangered, preserving linguistic structures found nowhere else on Earth.","map_center":[30.0,95.0],"map_zoom":3,"time_point":2000,"highlighted_entities":["cmn","bod","mya","nep"],"layer_config":{"layers":["languages"]}}]
printing_press_revolution	The Printing Press and Language Standardization	See how Gutenberg's invention froze dialects into national languages, empowered vernaculars over Latin, and created the linguistic borders of modern Europe.	[{"text":"Before printing, every manuscript was unique. Scribes copied texts by hand, introducing variations with each copy. Dialects shifted fluidly across landscapes with no 'correct' form. In 1450, Johannes Gutenberg's movable type press in Mainz would change language itself forever.","map_center":[50.0,8.3],"map_zoom":6,"time_point":1450,"highlighted_entities":["deu"],"layer_config":{"layers":["languages"]}},{"text":"Martin Luther's German Bible (1534) was a linguistic revolution. He chose a central German dialect (East Central German) that could be widely understood, and printing spread it uniformly. Luther essentially created modern standard German — a language born not from a court but from a printing press.","map_center":[51.0,11.0],"map_zoom":5,"time_point":1534,"highlighted_entities":["deu"],"layer_config":{"layers":["languages","religions"]}},{"text":"In England, William Caxton's printing press (1476) standardized English spelling and vocabulary. He chose the London dialect as his standard, marginalizing northern and western forms. English spelling was frozen in the 15th century — which is why 'knight' still has a silent K and GH.","map_center":[51.5,-0.1],"map_zoom":6,"time_point":1476,"highlighted_entities":["eng"],"layer_config":{"layers":["languages"]}},{"text":"France took standardization further: the Académie Française (1635) was founded to regulate the French language. Parisian French became the national standard, and regional languages like Occitan, Breton, and Basque were actively suppressed. Printing made linguistic centralization possible and enforceable.","map_center":[48.9,2.3],"map_zoom":5,"time_point":1635,"highlighted_entities":["fra"],"layer_config":{"layers":["languages"]}},{"text":"Printing empowered vernacular languages at Latin's expense. Before 1500, ~77% of printed books were in Latin. By 1600, vernacular printing dominated. Scientific works shifted from Latin to national languages — Newton's Principia (1687) was among the last major works in Latin.","map_center":[48.0,10.0],"map_zoom":4,"time_point":1600,"highlighted_entities":["deu","fra","eng","ita","spa"],"layer_config":{"layers":["languages"]}},{"text":"The printing press created the modern concept of 'a language' as a bounded, standardized system. Before printing, French and Italian formed a dialect continuum. After standardization, they became distinct national languages with borders, grammars, and dictionaries. We still live in the linguistic world the printing press made.","map_center":[48.0,8.0],"map_zoom":3,"time_point":1750,"highlighted_entities":["fra","deu","eng","ita","spa","por","nld"],"layer_config":{"layers":["languages"]}}]
chinese_characters_across_asia	Chinese Characters Across East Asia	Follow the spread of Chinese writing from the Oracle Bones of Shang dynasty to Japan, Korea, and Vietnam — and see how each culture adapted, transformed, and sometimes replaced this shared script.	[{"text":"The earliest Chinese characters appear on oracle bones (c. 1200 BCE) from the Shang dynasty, used for divination. These pictographic and ideographic symbols evolved into a writing system that would become the longest continuously used script in human history.","map_center":[34.8,114.3],"map_zoom":6,"time_point":-1200,"highlighted_entities":["cmn"],"layer_config":{"layers":["languages","archaeological_sites"]}},{"text":"The Qin dynasty's unification (221 BCE) standardized Chinese characters across the empire. Emperor Qin Shi Huang mandated a single script (Small Seal), destroying regional variants. This political act ensured that speakers of mutually unintelligible Chinese dialects could communicate through shared writing.","map_center":[34.3,108.9],"map_zoom":5,"time_point":-221,"highlighted_entities":["cmn"],"layer_config":{"layers":["languages","civilizations"]}},{"text":"Japan adopted Chinese characters (kanji) beginning around the 5th century CE, using them to write a completely unrelated language. The mismatch led to creative solutions: each kanji acquired both Chinese-derived (on'yomi) and native Japanese (kun'yomi) readings — a dual system still used today.","map_center":[34.7,135.5],"map_zoom":5,"time_point":500,"highlighted_entities":["jpn"],"layer_config":{"layers":["languages"]}},{"text":"Japan developed kana syllabaries (hiragana and katakana) in the 9th century by simplifying Chinese characters. This innovation allowed Japanese to be written with a mix of logographic kanji and phonetic kana — one of the world's most complex writing systems, born from the tension between Chinese script and Japanese speech.","map_center":[35.0,135.8],"map_zoom":6,"time_point":850,"highlighted_entities":["jpn"],"layer_config":{"layers":["languages"]}},{"text":"Korea used Chinese characters (hanja) for centuries until King Sejong created Hangul in 1443 — a scientifically designed alphabet encoding Korean phonology. Sejong explicitly sought to free Korea from dependence on Chinese script, calling it unsuitable for the Korean language. Hangul is widely considered one of the most brilliant writing systems ever invented.","map_center":[37.6,127.0],"map_zoom":6,"time_point":1443,"highlighted_entities":["kor"],"layer_config":{"layers":["languages"]}},{"text":"Vietnam used Chinese characters (chữ Hán) and a derivative script (chữ Nôm) until French colonizers introduced the Latin-based chữ Quốc ngữ in the 17th-20th centuries. Today, of the four major East Asian cultures that adopted Chinese characters, each found a different solution: Japan kept them, Korea replaced them, Vietnam romanized, and China simplified them.","map_center":[21.0,105.8],"map_zoom":4,"time_point":1900,"highlighted_entities":["vie","jpn","kor","cmn"],"layer_config":{"layers":["languages"]}}]
atlantic_slave_trade_languages	Languages of the Atlantic Slave Trade	Trace how the forced displacement of millions of Africans created a linguistic upheaval — destroying some languages, transforming others, and giving birth to entirely new ones across the Americas.	[{"text":"Before the Atlantic slave trade, West and Central Africa hosted extraordinary linguistic diversity. The Niger-Congo family alone contained over 1,500 languages. Enslaved peoples were deliberately mixed across language groups to prevent communication and rebellion — a linguistic weapon of control.","map_center":[8.0,2.0],"map_zoom":4,"time_point":1500,"highlighted_entities":[],"layer_config":{"layers":["languages","trade_routes"]}},{"text":"On slave ships, speakers of Wolof, Yoruba, Igbo, Fon, Akan, and Kikongo were thrown together. Survival demanded rapid communication. Shipboard pidgins emerged — simplified trade languages drawing from Portuguese, English, and West African grammatical structures.","map_center":[10.0,-25.0],"map_zoom":3,"time_point":1600,"highlighted_entities":["por","eng"],"layer_config":{"layers":["languages","trade_routes"]}},{"text":"In Brazil, enslaved Africans brought Yoruba and Bantu languages that deeply influenced Brazilian Portuguese. Words like 'samba', 'axé', 'dendê', 'quiabo' (okra), and 'moleque' (kid) are African-origin. Candomblé religious ceremonies preserve Yoruba language in ritual contexts to this day.","map_center":[-12.9,-38.5],"map_zoom":5,"time_point":1700,"highlighted_entities":["por"],"layer_config":{"layers":["languages","religions"]}},{"text":"In the Caribbean, plantation creoles crystallized. Jamaican Patois, Trinidadian Creole, and Barbadian Bajan draw English vocabulary but structure sentences using West African grammatical patterns: serial verb constructions, topic-comment structure, and tense-mood-aspect markers from Akan, Igbo, and Yoruba.","map_center":[18.1,-77.3],"map_zoom":5,"time_point":1750,"highlighted_entities":["eng"],"layer_config":{"layers":["languages"]}},{"text":"In the US South, African linguistic influence shaped the English spoken by all Southerners, Black and white. Features like 'fixin to' (about to), double modals ('might could'), and the habitual 'be' in African American Vernacular English have roots in West African language structures.","map_center":[33.0,-84.0],"map_zoom":5,"time_point":1800,"highlighted_entities":["eng"],"layer_config":{"layers":["languages"]}},{"text":"The slave trade's linguistic legacy is complex and enduring: African-origin words in Portuguese, Spanish, English, and French; vibrant creole languages; African American English; and preserved African languages in religious contexts. From destruction came creation — new languages born from unimaginable suffering.","map_center":[15.0,-45.0],"map_zoom":2,"time_point":2000,"highlighted_entities":["eng","por","spa","fra"],"layer_config":{"layers":["languages"]}}]
